GP,Date,Venue,Opponent,GF,GA,Result,OT Result,S,PIM,PPG,PPO,SHG,CF,CA,CF%,FF,FA,FF%,FOW,FOL,FO%,oZS%,PDO
33,2023-12-30,Home,Edmonton Oilers,2,3,L,SO,28,8,1,4,0,48,43,52.7,34,35,49.3,20,22,47.6,46.6,99.8
34,2024-01-02,Home,Toronto Maple Leafs,0,3,L,,31,13,0,3,0,66,42,61.1,39,29,57.4,25,24,51.0,46.8,87.5
35,2024-01-04,Home,Detroit Red Wings,3,4,L,SO,43,4,0,2,0,72,47,60.5,50,38,56.8,28,22,56.0,74.2,93.2
36,2024-01-07,Away,Washington Capitals,3,4,L,,41,2,2,3,0,70,57,55.1,58,40,59.2,24,24,50.0,38.7,90.6
37,2024-01-09,Away,Tampa Bay Lightning,2,3,L,OT,22,6,0,1,0,40,62,39.2,30,40,42.9,19,20,48.7,39.1,98.5
38,2024-01-11,Away,Florida Panthers,2,3,L,OT,33,8,1,3,0,54,65,45.4,41,50,45.1,29,34,46.0,41.6,97.0
39,2024-01-13,Away,Detroit Red Wings,3,5,L,,36,6,3,3,0,58,43,57.4,42,31,57.5,17,34,33.3,70.0,82.6
40,2024-01-15,Away,Carolina Hurricanes,5,2,W,,26,10,0,4,1,40,45,47.1,31,31,50.0,20,18,52.6,48.3,109.5
41,2024-01-16,Away,Dallas Stars,1,5,L,,32,2,1,4,0,62,48,56.4,44,37,54.3,21,27,43.8,54.8,82.6
42,2024-01-18,Home,Nashville Predators,1,2,L,,34,6,1,5,0,64,51,55.7,45,38,54.2,25,22,53.2,53.6,96.0
43,2024-01-20,Home,New York Rangers,2,1,W,,26,6,0,1,0,52,38,57.8,35,28,55.6,24,18,57.1,66.7,101.8
44,2024-01-22,Home,San Jose Sharks,3,4,L,SO,47,2,1,3,0,84,53,61.3,63,32,66.3,22,24,47.8,59.8,91.4
45,2024-01-24,Home,Buffalo Sabres,3,5,L,,40,8,1,3,0,60,55,52.2,49,39,55.7,28,19,59.6,34.5,89.9
46,2024-01-26,Away,Colorado Avalanche,1,5,L,,27,12,1,5,0,39,45,46.4,26,33,44.1,21,19,52.5,31.5,84.0
47,2024-01-28,Away,St. Louis Blues,3,4,L,OT,33,12,0,1,1,51,32,61.4,39,23,62.9,17,20,45.9,62.5,92.1
48,2024-01-31,Away,Nashville Predators,4,2,W,,24,8,0,1,0,44,60,42.3,30,48,38.5,17,24,41.5,25.5,111.3
49,2024-02-10,Home,Edmonton Oilers,4,0,W,,26,12,1,2,0,32,51,38.6,26,33,44.1,20,26,43.5,28.1,115.8
50,2024-02-13,Away,Buffalo Sabres,0,7,L,,33,4,0,3,0,69,43,61.6,44,34,56.4,27,13,67.5,71.4,72.7
51,2024-02-15,Away,New Jersey Devils,2,1,W,,29,12,1,4,1,54,38,58.7,35,29,54.7,17,14,54.8,53.9,100.0
52,2024-02-17,Away,Boston Bruins,5,4,W,OT,35,15,1,2,0,56,47,54.4,42,36,53.8,22,35,38.6,65.6,102.2
53,2024-02-18,Away,Pittsburgh Penguins,2,1,W,,34,10,0,3,1,57,41,58.2,41,29,58.6,14,29,32.6,58.8,103.7
54,2024-02-20,Home,Columbus Blue Jackets,5,1,W,,35,6,2,2,0,50,48,51.0,42,32,56.8,27,21,56.3,32.3,105.2
55,2024-02-22,Home,Nashville Predators,1,4,L,,28,8,1,3,0,52,35,59.8,35,25,58.3,24,18,57.1,67.6,77.8
56,2024-02-24,Home,Anaheim Ducks,3,2,W,SO,50,6,2,4,0,79,53,59.8,67,38,63.8,32,16,66.7,55.9,100.0
57,2024-02-26,Away,Edmonton Oilers,2,4,L,,40,6,0,2,0,55,53,50.9,46,38,54.8,24,27,47.1,62.5,95.2
58,2024-02-27,Away,Calgary Flames,2,4,L,,23,6,0,3,0,37,64,36.6,25,45,35.7,18,23,43.9,24.1,97.9
59,2024-02-29,Away,Vancouver Canucks,5,1,W,,20,8,1,2,0,33,53,38.4,25,33,43.1,23,23,50.0,29.9,122.2
60,2024-03-03,Home,New Jersey Devils,5,1,W,,23,4,1,3,0,43,55,43.9,32,39,45.1,28,25,52.8,39.5,117.2
61,2024-03-05,Home,Vancouver Canucks,1,2,L,OT,24,4,0,1,0,43,57,43.0,31,39,44.3,18,34,34.6,39.5,97.1
62,2024-03-07,Home,Ottawa Senators,4,3,W,OT,35,10,0,0,0,70,46,60.3,50,31,61.7,27,25,51.9,55.8,103.7
63,2024-03-09,Home,Dallas Stars,1,4,L,,25,12,0,4,0,44,47,48.4,37,37,50.0,25,21,54.3,57.9,93.9
64,2024-03-11,Home,New York Islanders,3,0,W,,25,10,0,3,0,45,40,52.9,33,27,55.0,17,24,41.5,45.4,114.3
65,2024-03-13,Away,St. Louis Blues,1,3,L,,41,4,0,2,0,69,47,59.5,51,40,56.0,31,26,54.4,68.6,91.9
66,2024-03-15,Away,Chicago Blackhawks,5,0,W,,37,8,1,3,0,55,38,59.1,43,22,66.2,24,21,53.3,58.9,113.3
67,2024-03-16,Away,Dallas Stars,1,4,L,,28,4,0,1,0,54,46,54.0,37,34,52.1,30,30,50.0,60.5,92.9
68,2024-03-19,Home,Chicago Blackhawks,6,2,W,,24,8,1,1,0,42,50,45.7,32,32,50.0,27,17,61.4,30.4,116.2
69,2024-03-20,Home,Minnesota Wild,6,0,W,,27,75,2,4,0,35,50,41.2,24,38,38.7,19,22,46.3,41.9,122.2
70,2024-03-23,Home,Tampa Bay Lightning,4,3,W,OT,23,6,0,3,0,40,54,42.6,22,36,37.9,21,20,51.2,34.5,119.4
71,2024-03-25,Away,Vancouver Canucks,3,2,W,,19,4,0,2,0,32,51,38.6,26,39,40.0,19,20,48.7,47.6,107.6
72,2024-03-28,Away,Edmonton Oilers,1,4,L,,32,6,0,2,0,57,41,58.2,39,25,60.9,29,19,60.4,64.8,85.5
73,2024-03-30,Away,Calgary Flames,2,4,L,,18,12,2,4,0,43,57,43.0,28,34,45.2,16,22,42.1,34.6,95.5
74,2024-04-01,Away,Winnipeg Jets,3,4,L,,28,2,0,0,0,58,53,52.3,41,40,50.6,18,31,36.7,48.4,97.4
75,2024-04-03,Home,Seattle Kraken,5,2,W,,27,10,1,3,0,37,39,48.7,24,24,50.0,20,15,57.1,42.1,115.5
76,2024-04-04,Away,San Jose Sharks,2,1,W,,27,13,0,4,0,39,27,59.1,28,19,59.6,18,19,48.6,32.1,101.4
77,2024-04-06,Home,Vancouver Canucks,6,3,W,,29,6,2,4,1,41,60,40.6,35,39,47.3,24,17,58.5,40.0,105.1
78,2024-04-09,Away,Anaheim Ducks,1,3,L,,37,6,0,2,0,59,39,60.2,50,29,63.3,26,12,68.4,74.1,89.5
79,2024-04-11,Home,Calgary Flames,4,1,W,,30,6,1,4,0,48,50,49.0,36,36,50.0,21,20,51.2,51.9,109.3
80,2024-04-13,Home,Anaheim Ducks,3,1,W,,28,6,1,4,0,47,31,60.3,35,29,54.7,23,10,69.7,48.0,104.2
81,2024-04-15,Home,Minnesota Wild,1,3,L,,24,6,0,4,0,49,46,51.6,32,33,49.2,18,22,45.0,53.6,96.4
82,2024-04-18,Home,Chicago Blackhawks,5,4,W,OT,35,2,2,4,0,63,22,74.1,52,16,76.5,21,13,61.8,73.7,79.7
1,2023-10-10,Home,Seattle Kraken,4,1,W,,28,21,0,4,0,44,50,46.8,32,33,49.2,18,16,52.9,36.8,111.7
2,2023-10-12,Away,San Jose Sharks,4,1,W,,32,9,0,1,0,54,39,58.1,35,29,54.7,22,30,42.3,51.7,109.3
3,2023-10-14,Home,Anaheim Ducks,4,1,W,,38,17,2,6,0,54,41,56.8,37,31,54.4,18,23,43.9,46.7,102.1
4,2023-10-17,Home,Dallas Stars,3,2,W,SO,34,14,0,4,0,48,52,48.0,33,34,49.3,29,32,47.5,48.1,99.3
5,2023-10-19,Away,Winnipeg Jets,5,3,W,,27,4,2,2,0,52,62,45.6,29,49,37.2,25,18,58.1,38.1,107.8
6,2023-10-21,Away,Chicago Blackhawks,5,3,W,,24,10,2,5,0,33,33,50.0,24,21,53.3,26,19,57.8,48.6,104.9
7,2023-10-24,Home,Philadelphia Flyers,3,2,W,,29,4,0,3,0,63,56,52.9,34,38,47.2,31,24,56.4,58.1,103.7
8,2023-10-27,Home,Chicago Blackhawks,3,4,L,OT,21,2,0,4,0,38,54,41.3,26,38,40.6,28,17,62.2,42.3,105.7
9,2023-10-28,Away,Los Angeles Kings,4,3,W,SO,30,13,1,3,0,51,66,43.6,40,48,45.5,18,25,41.9,50.5,100.0
10,2023-10-30,Home,Montreal Canadiens,3,2,W,SO,25,8,1,3,0,44,53,45.4,34,43,44.2,17,29,37.0,51.1,101.1
11,2023-11-02,Home,Winnipeg Jets,5,2,W,,26,10,2,4,0,33,53,38.4,27,38,41.5,23,16,59.0,56.0,110.6
12,2023-11-04,Home,Colorado Avalanche,7,0,W,,34,12,1,4,2,36,69,34.3,28,44,38.9,29,30,49.2,22.0,119.0
13,2023-11-05,Away,Anaheim Ducks,2,4,L,,32,6,0,4,0,50,48,51.0,39,34,53.4,18,22,45.0,45.7,93.1
14,2023-11-08,Home,Los Angeles Kings,1,4,L,,38,8,0,2,0,61,58,51.3,44,37,54.3,28,24,53.8,53.0,95.0
15,2023-11-10,Home,San Jose Sharks,5,0,W,,39,10,0,0,1,64,35,64.6,47,23,67.1,24,28,46.2,73.5,110.8
16,2023-11-14,Away,Washington Capitals,0,3,L,,35,24,0,2,0,60,43,58.3,45,36,55.6,32,12,72.7,63.3,87.5
17,2023-11-16,Away,Montreal Canadiens,6,5,W,,42,6,3,7,1,64,37,63.4,43,28,60.6,24,24,50.0,64.5,84.7
18,2023-11-18,Away,Philadelphia Flyers,3,4,L,OT,31,23,1,4,0,57,52,52.3,32,34,48.5,20,18,52.6,51.6,101.6
19,2023-11-19,Away,Pittsburgh Penguins,0,3,L,,38,4,0,3,0,63,60,51.2,49,41,54.4,23,37,38.3,64.3,89.3
20,2023-11-22,Away,Dallas Stars,2,1,W,OT,26,6,1,4,0,31,58,34.8,24,41,36.9,20,27,42.6,42.0,102.0
21,2023-11-25,Home,Arizona Coyotes,0,2,L,,34,6,0,5,0,47,37,56.0,34,23,59.6,23,14,62.2,67.7,88.9
22,2023-11-27,Away,Calgary Flames,1,2,L,OT,28,6,1,3,0,44,67,39.6,32,46,41.0,20,24,45.5,50.0,92.6
23,2023-11-28,Away,Edmonton Oilers,4,5,L,SO,27,8,0,5,0,44,54,44.9,26,36,41.9,26,28,48.1,49.0,107.0
24,2023-11-30,Away,Vancouver Canucks,4,1,W,,44,6,1,3,0,57,45,55.9,48,32,60.0,24,15,61.5,62.4,102.2
25,2023-12-02,Home,Washington Capitals,4,1,W,,36,4,1,4,0,49,55,47.1,42,34,55.3,16,24,40.0,52.0,105.1
26,2023-12-04,Home,St. Louis Blues,1,2,L,OT,34,2,1,3,0,63,61,50.8,47,39,54.7,23,25,47.9,61.1,92.6
27,2023-12-06,Away,St. Louis Blues,6,3,W,,49,6,2,8,0,53,42,55.8,43,27,61.4,22,20,52.4,38.7,99.9
28,2023-12-09,Away,Dallas Stars,6,1,W,,27,6,0,2,0,39,39,50.0,30,26,53.6,18,19,48.6,56.5,119.8
29,2023-12-10,Home,San Jose Sharks,5,4,W,SO,27,6,1,4,0,49,54,47.6,33,39,45.8,20,33,37.7,42.7,104.9
30,2023-12-12,Home,Calgary Flames,5,4,W,OT,39,4,2,4,0,57,49,53.8,39,34,53.4,18,27,40.0,49.7,92.7
31,2023-12-15,Home,Buffalo Sabres,2,5,L,,35,2,1,4,0,63,45,58.3,45,33,57.7,20,28,41.7,51.8,84.0
32,2023-12-17,Home,Ottawa Senators,6,3,W,,31,10,2,5,1,44,43,50.6,32,29,52.5,23,14,62.2,54.5,106.6
33,2023-12-19,Away,Carolina Hurricanes,3,6,L,,33,6,0,4,0,43,61,41.3,33,49,40.2,34,26,56.7,55.8,100.8
34,2023-12-21,Away,Tampa Bay Lightning,4,5,L,,34,18,1,4,0,51,60,45.9,37,38,49.3,24,21,53.3,55.2,100.0
35,2023-12-23,Away,Florida Panthers,2,4,L,,25,39,0,2,0,31,61,33.7,23,41,35.9,27,25,51.9,63.9,105.1
36,2023-12-27,Away,Anaheim Ducks,2,5,L,,32,2,1,5,0,58,42,58.0,34,34,50.0,19,16,54.3,63.6,83.3
37,2023-12-28,Home,Los Angeles Kings,3,2,W,,32,4,0,0,0,47,84,35.9,37,55,40.2,23,33,41.1,47.2,103.5
38,2024-01-01,Away,Seattle Kraken,0,3,L,,35,4,0,1,0,65,59,52.4,45,39,53.6,28,27,50.9,67.4,88.5
39,2024-01-04,Home,Florida Panthers,1,4,L,,27,16,0,6,0,39,43,47.6,30,32,48.4,19,29,39.6,53.4,100.3
40,2024-01-06,Home,New York Islanders,5,2,W,,30,4,1,1,0,58,50,53.7,40,34,54.1,23,27,46.0,46.2,106.3
41,2024-01-10,Away,Colorado Avalanche,0,3,L,,25,8,0,4,0,43,55,43.9,28,36,43.8,20,18,52.6,40.7,96.6
42,2024-01-11,Home,Boston Bruins,2,1,W,OT,25,6,1,5,0,42,56,42.9,22,40,35.5,18,18,50.0,30.7,103.7
43,2024-01-13,Home,Calgary Flames,1,3,L,,32,4,0,2,0,78,50,60.9,52,36,59.1,28,30,48.3,59.2,94.1
44,2024-01-15,Home,Nashville Predators,4,1,W,,29,8,0,2,0,64,61,51.2,39,43,47.6,25,16,61.0,57.4,111.2
45,2024-01-18,Home,New York Rangers,5,1,W,,26,6,1,3,1,36,58,38.3,23,39,37.1,20,17,54.1,26.1,115.0
46,2024-01-20,Home,Pittsburgh Penguins,3,2,W,,29,2,0,4,0,48,49,49.5,38,32,54.3,23,28,45.1,58.8,103.0
47,2024-01-22,Away,New Jersey Devils,5,6,L,OT,32,6,0,0,0,53,60,46.9,40,47,46.0,27,22,55.1,42.4,97.9
48,2024-01-23,Away,New York Islanders,3,2,W,,27,6,1,3,0,33,66,33.3,27,52,34.2,20,22,47.6,23.7,107.0
49,2024-01-26,Away,New York Rangers,5,2,W,,20,4,0,2,0,41,71,36.6,31,49,38.8,24,26,48.0,24.2,120.3
50,2024-01-27,Away,Detroit Red Wings,2,5,L,,30,4,0,2,0,42,44,48.8,33,34,49.3,23,20,53.5,60.0,91.4
51,2024-02-06,Home,Edmonton Oilers,3,1,W,,26,2,0,2,0,47,72,39.5,29,47,38.2,22,26,45.8,41.4,112.5
52,2024-02-08,Away,Arizona Coyotes,3,2,W,,34,2,0,1,0,56,64,46.7,39,44,47.0,18,26,40.9,62.1,100.3
53,2024-02-12,Home,Minnesota Wild,3,5,L,,30,6,1,5,0,36,49,42.4,26,34,43.3,18,25,41.9,50.0,91.5
54,2024-02-17,Home,Carolina Hurricanes,1,3,L,,30,0,0,2,0,54,58,48.2,40,40,50.0,29,25,53.7,48.7,96.2
55,2024-02-19,Away,San Jose Sharks,4,0,W,,26,2,1,5,0,48,58,45.3,31,33,48.4,18,15,54.5,45.5,115.0
56,2024-02-20,Home,Nashville Predators,3,5,L,,26,8,1,4,0,29,65,30.9,22,49,31.0,22,25,46.8,26.5,97.1
57,2024-02-22,Home,Toronto Maple Leafs,3,7,L,,26,4,0,1,0,57,72,44.2,35,53,39.8,25,20,55.6,31.0,95.3
58,2024-02-24,Away,Ottawa Senators,3,4,L,SO,29,8,1,2,0,59,62,48.8,39,44,47.0,17,27,38.6,53.9,100.7
59,2024-02-27,Away,Toronto Maple Leafs,6,2,W,,32,2,0,4,0,49,63,43.8,36,41,46.8,21,24,46.7,39.4,116.3
60,2024-02-29,Away,Boston Bruins,4,5,L,,36,4,0,2,1,62,53,53.9,47,35,57.3,31,26,54.4,70.0,93.4
61,2024-03-02,Away,Buffalo Sabres,2,7,L,,24,7,1,2,0,41,77,34.7,31,51,37.8,30,26,53.6,35.1,92.0
62,2024-03-04,Away,Columbus Blue Jackets,3,6,L,,39,4,0,1,0,65,50,56.5,50,35,58.8,32,26,55.2,50.0,85.7
63,2024-03-07,Home,Vancouver Canucks,1,3,L,,28,8,0,1,0,61,52,54.0,44,42,51.2,28,28,50.0,62.5,96.6
64,2024-03-09,Home,Detroit Red Wings,5,3,W,,36,8,0,2,0,66,43,60.6,42,28,60.0,18,25,41.9,48.3,108.5
65,2024-03-12,Away,Seattle Kraken,5,4,W,OT,34,4,1,3,0,64,58,52.5,41,37,52.6,24,20,54.5,67.5,100.0
66,2024-03-14,Away,Calgary Flames,1,4,L,,29,4,0,3,0,52,64,44.8,28,45,38.4,27,29,48.2,48.8,92.3
67,2024-03-17,Home,New Jersey Devils,3,1,W,,37,4,0,2,0,56,51,52.3,40,32,55.6,20,26,43.5,60.0,104.4
68,2024-03-19,Home,Tampa Bay Lightning,3,5,L,,27,8,0,3,0,50,30,62.5,36,21,63.2,17,15,53.1,73.7,95.4
69,2024-03-21,Home,Seattle Kraken,3,1,W,,37,6,1,5,0,50,41,54.9,42,20,67.7,24,17,58.5,55.9,106.9
70,2024-03-23,Home,Columbus Blue Jackets,4,2,W,,47,2,1,2,0,83,40,67.5,60,29,67.4,21,25,45.7,78.8,97.1
71,2024-03-25,Away,St. Louis Blues,2,1,W,OT,34,9,0,2,0,54,47,53.5,38,33,53.5,22,24,47.8,66.2,103.6
72,2024-03-26,Away,Nashville Predators,4,5,L,OT,35,4,0,2,0,61,60,50.4,41,44,48.2,26,23,53.1,51.3,98.4
73,2024-03-28,Away,Winnipeg Jets,4,1,W,,27,22,0,1,0,42,58,42.0,36,43,45.6,27,22,55.1,51.7,112.4
74,2024-03-30,Away,Minnesota Wild,2,1,W,OT,31,15,0,3,0,52,47,52.5,32,36,47.1,17,26,39.5,65.7,109.1
75,2024-04-02,Home,Vancouver Canucks,6,3,W,,30,8,2,4,0,39,50,43.8,28,31,47.5,19,27,41.3,49.1,112.4
76,2024-04-05,Away,Arizona Coyotes,4,7,L,,24,4,0,4,0,40,58,40.8,30,39,43.5,26,28,48.1,58.1,96.5
77,2024-04-08,Away,Vancouver Canucks,3,4,L,,23,6,2,4,0,46,39,54.1,28,28,50.0,20,20,50.0,72.7,96.0
78,2024-04-10,Away,Edmonton Oilers,1,5,L,,18,6,0,0,1,54,51,51.4,35,38,47.9,22,23,48.9,45.2,81.0
79,2024-04-12,Home,Minnesota Wild,7,2,W,,30,6,2,4,1,48,44,52.2,36,28,56.3,18,17,51.4,38.9,110.1
80,2024-04-14,Home,Colorado Avalanche,4,3,W,OT,30,4,2,3,0,53,39,57.6,36,30,54.5,37,13,74.0,66.5,94.4
81,2024-04-16,Home,Chicago Blackhawks,3,1,W,,37,2,0,1,0,65,43,60.2,46,32,59.0,37,17,68.5,51.4,104.5
82,2024-04-18,Home,Anaheim Ducks,1,4,L,,33,2,1,3,0,54,40,57.4,35,27,56.5,23,14,62.2,45.8,89.5
1,2023-10-11,Home,Winnipeg Jets,5,3,W,,22,8,1,3,1,33,60,35.5,20,38,34.5,38,22,63.3,39.0,108.4
2,2023-10-14,Away,Pittsburgh Penguins,2,5,L,,36,6,1,3,0,72,34,67.9,49,31,61.3,29,26,52.7,74.8,80.4
3,2023-10-16,Away,Washington Capitals,2,3,L,SO,40,6,1,5,0,58,40,59.2,40,27,59.7,30,16,65.2,51.6,92.6
4,2023-10-19,Away,Buffalo Sabres,4,3,W,,36,12,0,5,0,47,34,58.0,39,25,60.9,23,17,57.5,56.0,104.3
5,2023-10-20,Away,Columbus Blue Jackets,1,3,L,,37,24,0,2,1,59,57,50.9,42,40,51.2,19,25,43.2,35.5,88.5
6,2023-10-22,Away,Detroit Red Wings,2,6,L,,31,10,0,2,0,47,34,58.0,38,25,60.3,20,23,46.5,59.3,79.1
7,2023-10-24,Home,New York Rangers,1,3,L,,26,10,0,4,0,54,28,65.9,36,21,63.2,25,12,67.6,48.0,97.4
8,2023-10-26,Home,St. Louis Blues,0,3,L,,27,17,0,2,0,54,46,54.0,41,34,54.7,24,19,55.8,53.3,92.6
9,2023-10-29,Away,Edmonton Oilers,2,5,L,,26,4,2,6,0,44,51,46.3,32,40,44.4,19,28,40.4,54.6,83.3
10,2023-11-01,Home,Dallas Stars,3,4,L,,47,4,1,5,0,66,45,59.5,50,36,58.1,26,25,51.0,58.1,92.7
11,2023-11-04,Away,Seattle Kraken,6,3,W,,31,19,1,2,0,40,40,50.0,31,28,52.5,16,24,40.0,39.5,109.1
12,2023-11-07,Home,Nashville Predators,4,2,W,,39,4,0,3,0,67,35,65.7,53,23,69.7,31,26,54.4,64.5,99.0
13,2023-11-10,Away,Toronto Maple Leafs,4,5,L,SO,28,4,0,2,0,55,75,42.3,39,57,40.6,19,28,40.4,43.8,108.6
14,2023-11-11,Away,Ottawa Senators,1,4,L,,25,10,0,3,0,51,47,52.0,33,37,47.1,15,25,37.5,60.0,92.3
15,2023-11-14,Away,Montreal Canadiens,2,1,W,,29,8,0,3,0,47,56,45.6,38,39,49.4,24,22,52.2,55.5,103.7
16,2023-11-16,Home,Vancouver Canucks,5,2,W,,39,10,0,2,0,75,45,62.5,55,31,64.0,28,30,48.3,65.3,107.9
17,2023-11-18,Home,New York Islanders,4,5,L,SO,39,6,0,3,0,72,59,55.0,51,42,54.8,21,25,45.7,46.6,101.1
18,2023-11-20,Away,Seattle Kraken,4,3,W,OT,31,4,1,2,0,47,62,43.1,36,43,45.6,26,28,48.1,40.5,100.4
19,2023-11-22,Away,Nashville Predators,2,4,L,,26,20,0,4,1,41,53,43.6,28,43,39.4,23,23,50.0,45.5,98.1
20,2023-11-24,Away,Dallas Stars,7,4,W,,27,6,0,3,0,49,41,54.4,33,34,49.3,23,19,54.8,62.0,118.8
21,2023-11-25,Away,Colorado Avalanche,1,3,L,,30,10,0,4,0,58,48,54.7,39,35,52.7,21,24,46.7,75.4,93.0
22,2023-11-27,Home,Vegas Golden Knights,2,1,W,OT,34,6,0,3,0,67,42,61.5,46,32,59.0,24,20,54.5,50.0,107.4
23,2023-11-30,Home,Dallas Stars,4,3,W,OT,36,0,0,2,0,59,51,53.6,40,28,58.8,21,31,40.4,42.9,94.2
24,2023-12-02,Home,Vancouver Canucks,3,4,L,,24,8,2,5,0,39,38,50.6,28,29,49.1,18,27,40.0,69.0,85.2
25,2023-12-05,Home,Minnesota Wild,2,5,L,,30,13,0,3,0,54,45,54.5,36,31,53.7,35,23,60.3,50.7,88.6
26,2023-12-07,Home,Carolina Hurricanes,3,2,W,,27,2,0,3,1,48,53,47.5,38,35,52.1,25,34,42.4,50.0,101.3
27,2023-12-09,Home,New Jersey Devils,2,4,L,,25,4,0,0,1,55,50,52.4,38,36,51.4,20,24,45.5,65.4,88.8
28,2023-12-11,Away,Colorado Avalanche,5,6,L,,32,10,0,2,0,55,66,45.5,42,41,50.6,26,35,42.6,56.3,100.5
29,2023-12-12,Away,Vegas Golden Knights,4,5,L,OT,31,8,0,2,0,49,55,47.1,34,39,46.6,27,18,60.0,50.3,107.3
30,2023-12-14,Away,Minnesota Wild,2,3,L,SO,37,8,1,3,1,52,58,47.3,40,37,51.9,26,15,63.4,67.4,92.0
31,2023-12-16,Home,Tampa Bay Lightning,4,2,W,,26,9,0,1,0,54,59,47.8,35,43,44.9,18,34,34.6,38.6,112.9
32,2023-12-18,Home,Florida Panthers,3,1,W,,24,10,0,5,2,32,55,36.8,27,35,43.5,26,13,66.7,46.9,105.0
33,2023-12-21,Away,Anaheim Ducks,3,0,W,,44,13,1,7,0,37,42,46.8,28,27,50.9,18,22,45.0,41.0,109.1
34,2023-12-23,Away,Los Angeles Kings,3,5,L,,32,8,1,6,1,37,58,38.9,21,37,36.2,19,22,46.3,59.1,87.1
35,2023-12-27,Home,Seattle Kraken,1,2,L,,38,4,1,4,0,63,43,59.4,45,27,62.5,29,16,64.4,46.7,89.5
36,2023-12-31,Home,Philadelphia Flyers,4,3,W,,33,8,0,2,0,57,49,53.8,40,32,55.6,23,30,43.4,63.1,99.7
37,2024-01-02,Away,Minnesota Wild,3,1,W,,33,8,0,1,0,60,53,53.1,46,32,59.0,27,17,61.4,51.3,104.9
38,2024-01-04,Away,Nashville Predators,6,3,W,,39,4,1,4,0,50,62,44.6,37,44,45.7,31,26,54.4,33.8,109.6
39,2024-01-06,Away,Philadelphia Flyers,2,3,L,,24,25,0,3,0,51,55,48.1,30,40,42.9,25,20,55.6,57.6,106.4
40,2024-01-07,Away,Chicago Blackhawks,3,4,L,,30,6,1,3,0,53,39,57.6,32,25,56.1,27,22,55.1,60.6,93.3
41,2024-01-09,Home,Ottawa Senators,6,3,W,,36,6,0,2,0,55,49,52.9,41,38,51.9,22,27,44.9,56.7,111.7
42,2024-01-11,Away,Arizona Coyotes,6,2,W,,30,4,1,3,1,43,68,38.7,33,42,44.0,25,16,61.0,56.6,110.9
43,2024-01-13,Away,Vegas Golden Knights,3,1,W,,26,4,1,2,0,50,75,40.0,36,52,40.9,30,28,51.7,40.8,105.9
44,2024-01-16,Home,Arizona Coyotes,3,2,W,OT,30,8,1,5,0,33,49,40.2,24,34,41.4,22,17,56.4,52.2,100.7
45,2024-01-18,Home,Toronto Maple Leafs,3,4,L,,26,6,1,3,0,53,56,48.6,41,43,48.8,27,28,49.1,48.6,97.6
46,2024-01-20,Home,Edmonton Oilers,1,3,L,,27,4,0,3,0,44,49,47.3,30,41,42.3,25,23,52.1,28.9,94.0
47,2024-01-23,Home,St. Louis Blues,3,4,L,,35,2,0,3,0,56,43,56.6,39,30,56.5,23,25,47.9,56.3,96.4
48,2024-01-25,Home,Columbus Blue Jackets,2,5,L,,30,19,0,2,0,49,42,53.8,37,27,57.8,27,19,58.7,43.8,94.4
49,2024-01-27,Home,Chicago Blackhawks,1,0,W,,31,4,1,2,0,57,49,53.8,39,42,48.1,23,27,46.0,40.9,100.0
50,2024-02-06,Away,Boston Bruins,4,1,W,,29,25,2,4,0,54,43,55.7,38,29,56.7,18,22,45.0,51.2,108.3
51,2024-02-08,Away,New Jersey Devils,5,3,W,,30,4,0,3,0,51,56,47.7,36,44,45.0,25,25,50.0,41.2,111.0
52,2024-02-10,Away,New York Islanders,5,2,W,,24,6,1,1,0,53,66,44.5,37,48,43.5,28,27,50.9,40.5,113.0
53,2024-02-12,Away,New York Rangers,0,2,L,,29,12,0,2,0,48,62,43.6,34,44,43.6,15,24,38.5,41.0,93.3
54,2024-02-15,Home,San Jose Sharks,3,6,L,,34,10,0,5,0,63,52,54.8,47,37,56.0,27,22,55.1,57.1,93.9
55,2024-02-17,Home,Detroit Red Wings,0,5,L,,38,16,0,5,0,68,43,61.3,43,24,64.2,22,37,37.3,62.1,82.4
56,2024-02-19,Home,Winnipeg Jets,6,3,W,,34,6,1,2,0,61,40,60.4,45,32,58.4,18,27,40.0,53.8,112.5
57,2024-02-22,Home,Boston Bruins,3,2,W,OT,30,6,0,1,0,58,53,52.3,47,39,54.7,22,25,46.8,40.3,103.8
58,2024-02-24,Away,Edmonton Oilers,6,3,W,,31,34,1,4,0,43,63,40.6,34,41,45.3,29,26,52.7,26.5,112.3
59,2024-02-27,Home,Los Angeles Kings,4,2,W,,37,6,0,3,0,65,37,63.7,45,25,64.3,23,18,56.1,75.9,102.1
60,2024-03-02,Home,Pittsburgh Penguins,4,3,W,,20,10,1,5,0,51,46,52.6,32,36,47.1,19,27,41.3,57.0,109.3
61,2024-03-04,Home,Seattle Kraken,2,4,L,,37,32,1,4,0,58,48,54.7,38,29,56.7,33,24,57.9,50.9,92.0
62,2024-03-07,Away,Tampa Bay Lightning,6,3,W,,24,10,0,3,0,36,48,42.9,28,28,50.0,14,31,31.1,46.4,111.9
63,2024-03-09,Away,Florida Panthers,1,5,L,,35,6,1,4,0,54,64,45.8,45,45,50.0,15,27,35.7,48.7,85.2
64,2024-03-10,Away,Carolina Hurricanes,2,7,L,,20,7,0,3,0,37,74,33.3,26,54,32.5,31,34,47.7,40.0,93.7
